234.000000,1317
2790.000000,1155
396.000000,1319
250.000000,1315
151.000000,552
1135.000000,525
279.000000,552
159.000000,549
64.000000,120
321.000000,111
129.000000,121
65.000000,119
173.000000,763
1507.000000,626
286.000000,763
188.000000,761
187.000000,865
1801.000000,738
330.000000,865
210.000000,865
238.000000,1193
1660.000000,851
401.000000,1193
266.000000,1193
141.000000,452
933.000000,385
216.000000,452
161.000000,452
262.000000,1636
3052.000000,1237
402.000000,1636
308.000000,1636
207.000000,985
1753.000000,833
314.000000,985
237.000000,985
102.000000,288
814.000000,288
137.000000,288
115.000000,288
234.000000,1317
2790.000000,1155
396.000000,1319
250.000000,1315
151.000000,552
1135.000000,525
279.000000,552
159.000000,549
64.000000,120
321.000000,111
129.000000,121
65.000000,119
173.000000,763
1507.000000,626
286.000000,763
188.000000,761
187.000000,865
1801.000000,738
330.000000,865
210.000000,865
238.000000,1193
1660.000000,851
401.000000,1193
266.000000,1193
141.000000,452
933.000000,385
216.000000,452
161.000000,452
262.000000,1636
3052.000000,1237
402.000000,1636
308.000000,1636
207.000000,985
1753.000000,833
314.000000,985
237.000000,985
102.000000,288
814.000000,288
137.000000,288
115.000000,288
234.000000,1317
2790.000000,1155
396.000000,1319
250.000000,1315
151.000000,552
1135.000000,525
279.000000,552
159.000000,549
64.000000,120
321.000000,111
129.000000,121
65.000000,119
173.000000,763
1507.000000,626
286.000000,763
188.000000,761
187.000000,865
1801.000000,738
330.000000,865
210.000000,865
238.000000,1193
1660.000000,851
401.000000,1193
266.000000,1193
141.000000,452
933.000000,385
216.000000,452
161.000000,452
262.000000,1636
3052.000000,1237
402.000000,1636
308.000000,1636
207.000000,985
1753.000000,833
314.000000,985
237.000000,985
102.000000,288
814.000000,288
137.000000,288
115.000000,288
234.000000,1317
2790.000000,1155
396.000000,1319
250.000000,1315
151.000000,552
1135.000000,525
279.000000,552
159.000000,549
64.000000,120
321.000000,111
129.000000,121
65.000000,119
173.000000,763
1507.000000,626
286.000000,763
188.000000,761
187.000000,865
1801.000000,738
330.000000,865
210.000000,865
238.000000,1193
1660.000000,851
401.000000,1193
266.000000,1193
141.000000,452
933.000000,385
216.000000,452
161.000000,452
262.000000,1636
3052.000000,1237
402.000000,1636
308.000000,1636
207.000000,985
1753.000000,833
314.000000,985
237.000000,985
102.000000,288
814.000000,288
137.000000,288
115.000000,288
234.000000,1317
2790.000000,1155
396.000000,1319
250.000000,1315
151.000000,552
1135.000000,525
279.000000,552
159.000000,549
64.000000,120
321.000000,111
129.000000,121
65.000000,119
173.000000,763
1507.000000,626
286.000000,763
188.000000,761
187.000000,865
1801.000000,738
330.000000,865
210.000000,865
238.000000,1193
1660.000000,851
401.000000,1193
266.000000,1193
141.000000,452
933.000000,385
216.000000,452
161.000000,452
262.000000,1636
3052.000000,1237
402.000000,1636
308.000000,1636
207.000000,985
1753.000000,833
314.000000,985
237.000000,985
102.000000,288
814.000000,288
137.000000,288
115.000000,288
234.000000,1317
2790.000000,1155
396.000000,1319
250.000000,1315
151.000000,552
1135.000000,525
279.000000,552
159.000000,549
64.000000,120
321.000000,111
129.000000,121
65.000000,119
173.000000,763
1507.000000,626
286.000000,763
188.000000,761
187.000000,865
1801.000000,738
330.000000,865
210.000000,865
238.000000,1193
1660.000000,851
401.000000,1193
266.000000,1193
141.000000,452
933.000000,385
216.000000,452
161.000000,452
